rowinRoot,hashedId,CMSSWID,CMSSWID.1,dbID,side,ix,iy,side.1,eta,eta_ring,sc,iSC,EE,FED,TCC,TTinTCC,CCU,token_ring,strip,VFE,Xtal in CCU,Xtal in VFE,Quadrant,chElectroniq,BarCode1,BarCode2,RusOrChin,stripid,Unnamed: 29,Unnamed: 30,A,t0,alpha,beta
71302,7458,872436742,872436742,2012040006,1,40,6,1,1.5827799999999999,19,184,5,EE+05,653,86,6,26,5,1,5,20,1,3,645,33201,1900,R,704904,,,0.233323,125.586,1.5400200000000002,36.7062
71303,7508,872436743,872436743,2012040007,1,40,7,1,1.60338,19,184,4,EE+05,653,86,6,26,5,1,5,22,3,3,647,33201,1899,R,704904,,,0.233283,124.898,1.5216399999999999,36.8445
71304,7558,872436744,872436744,2012040008,1,40,8,1,1.6244,19,184,3,EE+05,653,86,6,26,5,1,5,24,5,3,649,33201,1898,R,704904,,,0.23443899999999998,124.145,1.5393,36.3453
71305,7613,872436745,872436745,2012040009,1,40,9,1,1.6458599999999999,20,184,2,EE+05,653,86,10,26,5,1,4,16,2,3,641,33201,1897,R,705160,,,0.236056,124.094,1.50734,36.3807
71306,7673,872436746,872436746,2012040010,1,40,10,1,1.66776,20,184,1,EE+05,653,86,10,26,5,1,4,18,4,3,643,33201,1896,R,705160,,,0.234481,124.76799999999999,1.5313,36.4772
71307,7733,872436747,872436747,2012040011,1,40,11,1,1.68859,20,183,5,EE+05,653,86,9,25,5,3,4,15,1,3,615,33201,1795,R,705112,,,0.22877399999999998,125.40899999999999,1.41995,39.3236
71308,7793,872436748,872436748,2012040012,1,40,12,1,1.7115799999999999,20,183,4,EE+05,653,86,9,25,5,3,4,17,3,3,617,33201,1794,R,705112,,,0.23059699999999997,125.242,1.5047700000000002,37.7293
71309,7853,872436749,872436749,2012040013,1,40,13,1,1.73508,21,183,3,EE+05,653,86,13,25,5,2,5,20,1,3,620,33201,1793,R,705360,,,0.237006,124.15100000000001,1.54877,35.675
71310,7918,872436750,872436750,2012040014,1,40,14,1,1.75912,21,183,2,EE+05,653,86,13,25,5,2,5,21,2,3,621,33201,1790,R,705360,,,0.235565,123.59899999999999,1.49991,36.5438
71311,7988,872436751,872436751,2012040015,1,40,15,1,1.78371,21,183,1,EE+05,653,86,13,25,5,2,5,23,4,3,623,33201,1791,R,705360,,,0.23400100000000001,123.696,1.5032,36.8237
71312,8060,872436752,872436752,2012040016,1,40,16,1,1.8078900000000002,22,182,5,EE+04,652,104,1,22,7,2,5,20,1,3,545,33201,1690,R,852048,,,0.23370900000000003,126.087,1.51076,37.0759
71313,8134,872436753,872436753,2012040017,1,40,17,1,1.8338,22,182,4,EE+04,652,104,1,22,7,2,5,21,2,3,546,33201,1691,R,852048,,,0.228125,124.93700000000001,1.29665,41.2215
71314,8208,872436754,872436754,2012040018,1,40,18,1,1.86034,22,182,3,EE+04,652,104,1,22,7,2,5,22,3,3,547,33201,1692,R,852048,,,0.236396,123.975,1.5024899999999999,36.3517
71315,8282,872436755,872436755,2012040019,1,40,19,1,1.88755,22,182,2,EE+04,652,104,1,22,7,2,5,23,4,3,548,33201,1693,R,852048,,,0.233529,124.061,1.4679799999999998,37.427
71316,8356,872436756,872436756,2012040020,1,40,20,1,1.9154400000000003,22,182,1,EE+04,652,104,1,22,7,2,5,24,5,3,549,33201,1694,R,852048,,,0.23266399999999998,124.21,1.4394200000000001,38.0068
71317,8435,872436757,872436757,2012040021,1,40,21,1,1.9436900000000001,23,181,5,EE+04,652,103,8,15,7,2,5,20,1,3,370,33201,1507,R,844304,,,0.238419,125.568,1.53403,35.7676
71318,8519,872436758,872436758,2012040022,1,40,22,1,1.9732,23,181,4,EE+04,652,103,8,15,7,2,5,21,2,3,371,33201,1506,R,844304,,,0.23348400000000002,124.354,1.36471,38.7713
71319,8603,872436759,872436759,2012040023,1,40,23,1,2.00351,23,181,3,EE+04,652,103,8,15,7,2,5,23,4,3,373,33201,1505,R,844304,,,0.23726599999999998,123.416,1.4475,36.8218
71320,8687,872436760,872436760,2012040024,1,40,24,1,2.03463,24,181,2,EE+04,652,103,12,15,7,1,4,15,1,3,365,33201,1503,R,844552,,,0.235821,124.62100000000001,1.41005,37.7224
71321,8771,872436761,872436761,2012040025,1,40,25,1,2.06661,24,181,1,EE+04,652,103,12,15,7,1,4,17,3,3,367,33201,1502,R,844552,,,0.23347600000000002,124.625,1.4048100000000001,38.395
71322,8858,872436762,872436762,2012040026,1,40,26,1,2.09985,24,180,5,EE+04,652,103,12,8,7,2,5,20,1,3,195,33201,1267,R,844560,,,0.23580700000000002,125.111,1.41445,37.8197
71323,8948,872436763,872436763,2012040027,1,40,27,1,2.13381,24,180,4,EE+04,652,103,12,8,7,2,5,22,3,3,197,33201,1266,R,844560,,,0.23784899999999998,123.98899999999999,1.4450100000000001,36.8458
71324,9038,872436764,872436764,2012040028,1,40,28,1,2.16874,24,180,3,EE+04,652,103,12,8,7,2,5,24,5,3,199,33201,1265,R,844560,,,0.23783800000000002,122.97399999999999,1.3998,37.3433
71325,9128,872436765,872436765,2012040029,1,40,29,1,2.2046799999999998,25,180,2,EE+04,652,103,15,8,7,1,4,16,2,3,191,33201,1263,R,844744,,,0.23896399999999998,123.509,1.39946,37.1299
71326,9218,872436766,872436766,2012040030,1,40,30,1,2.24166,25,180,1,EE+04,652,103,15,8,7,1,4,18,4,3,193,33201,1262,R,844744,,,0.235442,124.652,1.39509,38.0574
71327,9308,872436767,872436767,2012040031,1,40,31,1,2.28087,26,179,5,EE+04,652,103,18,4,5,1,5,20,1,3,95,33201,784,R,844936,,,0.233837,124.916,1.39726,38.4582
71328,9398,872436768,872436768,2012040032,1,40,32,1,2.32016,26,179,4,EE+04,652,103,18,4,5,1,5,21,2,3,96,33201,783,R,844936,,,0.23340100000000003,124.287,1.40784,38.3792
71329,9488,872436769,872436769,2012040033,1,40,33,1,2.36057,26,179,3,EE+04,652,103,18,4,5,1,5,22,3,3,97,33201,781,R,844936,,,0.22903099999999998,124.538,1.33199,40.5587
71330,9578,872436770,872436770,2012040034,1,40,34,1,2.4021,26,179,2,EE+04,652,103,18,4,5,1,5,24,5,3,99,33201,780,R,844936,,,0.233148,124.05,1.39876,38.4934
71331,9668,872436771,872436771,2012040035,1,40,35,1,2.4447200000000002,26,179,1,EE+04,652,103,17,4,5,1,4,18,4,3,93,33201,765,R,844872,,,0.23731300000000002,123.185,1.42905,37.0915
71332,9760,872436772,872436772,2012040036,1,40,36,1,2.49044,27,178,5,EE+04,652,102,23,2,5,2,5,20,1,3,45,33106,2361,C,837072,,,0.23868899999999998,124.84299999999999,1.42874,36.9742
71333,9854,872436773,872436773,2012040037,1,40,37,1,2.53526,27,178,4,EE+04,652,102,23,2,5,2,5,21,2,3,46,33106,2362,C,837072,,,0.23795300000000003,124.794,1.44408,36.8709
71334,9948,872436774,872436774,2012040038,1,40,38,1,2.58098,27,178,3,EE+04,652,102,23,2,5,2,5,22,3,3,47,33106,2363,C,837072,,,0.23532399999999998,124.684,1.41276,37.9058
71335,10042,872436775,872436775,2012040039,1,40,39,1,2.62742,27,178,2,EE+04,652,102,23,2,5,2,5,23,4,3,48,33106,2364,C,837072,,,0.235258,123.49600000000001,1.36843,38.4641
71336,10136,872436776,872436776,2012040040,1,40,40,1,2.67436,27,178,1,EE+04,652,102,23,2,5,2,5,24,5,3,49,33106,2366,C,837072,,,0.237092,123.572,1.4105,37.4727
71337,10223,872436777,872436777,2012040041,1,40,41,1,2.7241299999999997,28,177,5,EE+04,652,102,25,1,5,2,5,20,1,3,20,33106,2040,C,837200,,,0.23539200000000002,124.751,1.40442,38.0298
71338,10309,872436778,872436778,2012040042,1,40,42,1,2.77094,28,177,4,EE+04,652,102,25,1,5,2,5,21,2,3,21,33106,2039,C,837200,,,0.232917,124.10600000000001,1.34605,39.4019
71339,10393,872436779,872436779,2012040043,1,40,43,1,2.81688,28,177,3,EE+04,652,102,25,1,5,2,5,22,3,3,22,33106,2037,C,837200,,,0.23337,124.65100000000001,1.4008399999999999,38.4619
71340,10475,872436780,872436780,2012040044,1,40,44,1,2.86121,28,177,2,EE+04,652,101,27,1,5,1,4,15,1,3,15,33106,2036,C,829128,,,0.23492600000000002,125.59299999999999,1.42141,37.9486
71341,10555,872436781,872436781,2012040045,1,40,45,1,2.90305,28,177,1,EE+04,652,101,27,1,5,1,4,16,2,3,16,33106,2035,C,829128,,,0.23333,126.06200000000001,1.42893,38.272
71342,11415,872436792,872436792,2012040056,1,40,56,1,2.92685,28,98,1,EE+02,650,99,25,26,8,1,4,19,5,2,644,33106,2742,C,812616,,,0.232973,124.071,1.3702,38.9945
71343,11495,872436793,872436793,2012040057,1,40,57,1,2.8870400000000003,28,98,6,EE+02,650,99,25,26,8,1,4,15,1,2,640,33106,2734,C,812616,,,0.23272199999999998,124.98700000000001,1.35595,39.3689
71344,11575,872436794,872436794,2012040058,1,40,58,1,2.8441099999999997,28,98,11,EE+02,650,98,27,26,8,2,5,24,5,2,649,33106,2729,C,804560,,,0.231375,123.072,1.35659,39.4298
71345,11657,872436795,872436795,2012040059,1,40,59,1,2.79905,28,98,16,EE+02,650,98,27,26,8,2,5,23,4,2,648,33106,2748,C,804560,,,0.231323,124.561,1.3799299999999999,39.2693
71346,11741,872436796,872436796,2012040060,1,40,60,1,2.75268,28,98,21,EE+02,650,98,27,26,8,2,5,21,2,2,646,33106,2753,C,804560,,,0.231802,124.39,1.29,40.5199
71347,11824,872436797,872436797,2012040061,1,40,61,1,2.70295,27,99,1,EE+02,650,98,21,18,8,1,4,19,5,2,444,33106,2800,C,804168,,,0.23765100000000003,123.014,1.41774,37.201
71348,11908,872436798,872436798,2012040062,1,40,62,1,2.6558599999999997,27,99,6,EE+02,650,98,21,18,8,1,4,17,3,2,442,33106,2814,C,804168,,,0.23687399999999997,123.09200000000001,1.37049,37.9798
71349,12002,872436799,872436799,2012040063,1,40,63,1,2.60907,27,99,11,EE+02,650,97,23,18,8,2,5,24,5,2,449,33106,2792,C,796112,,,0.233869,124.291,1.39311,38.4989
71350,12096,872436800,872436800,2012040064,1,40,64,1,2.56287,27,99,16,EE+02,650,97,23,18,8,2,5,23,4,2,448,33106,2787,C,796112,,,0.232719,124.24,1.36989,39.0882
71351,12190,872436801,872436801,2012040065,1,40,65,1,2.51748,27,99,21,EE+02,650,97,23,18,8,2,5,21,2,2,446,33106,2805,C,796112,,,0.23347600000000002,125.29700000000001,1.38415,38.8875
71352,12282,872436802,872436802,2012040066,1,40,66,1,2.471,26,100,1,EE+01,649,97,20,33,6,1,4,19,5,2,819,33201,3900,R,795912,,,0.23800700000000002,122.99600000000001,1.37686,37.6935
71353,12372,872436803,872436803,2012040067,1,40,67,1,2.4277,26,100,6,EE+01,649,97,19,33,6,1,5,24,5,2,824,33201,3883,R,795848,,,0.234679,124.163,1.3674600000000001,38.618
71354,12462,872436804,872436804,2012040068,1,40,68,1,2.38548,26,100,11,EE+01,649,97,19,33,6,1,5,23,4,2,823,33201,3894,R,795848,,,0.23813800000000002,123.677,1.43029,36.9556
71355,12552,872436805,872436805,2012040069,1,40,69,1,2.34438,26,100,16,EE+01,649,97,19,33,6,1,5,21,2,2,821,33201,3893,R,795848,,,0.237067,124.339,1.39859,37.6677
71356,12642,872436806,872436806,2012040070,1,40,70,1,2.30439,26,100,21,EE+01,649,97,19,33,6,1,5,20,1,2,820,33201,3877,R,795848,,,0.233789,126.286,1.4197600000000001,38.4046
71357,12732,872436807,872436807,2012040071,1,40,71,1,2.26436,25,101,1,EE+01,649,97,14,31,8,1,4,19,5,2,769,33201,3623,R,795528,,,0.23354499999999997,124.273,1.39988,38.4671
71358,12822,872436808,872436808,2012040072,1,40,72,1,2.2267200000000003,25,101,6,EE+01,649,97,14,31,8,1,4,17,3,2,767,33201,3617,R,795528,,,0.23496199999999998,125.08,1.44792,37.5314
71359,12912,872436809,872436809,2012040073,1,40,73,1,2.19013,24,101,11,EE+01,649,97,9,31,8,2,5,24,5,2,774,33201,3640,R,795216,,,0.234371,124.337,1.42206,37.9744
71360,13002,872436810,872436810,2012040074,1,40,74,1,2.1545799999999997,24,101,16,EE+01,649,97,9,31,8,2,5,23,4,2,773,33201,3635,R,795216,,,0.238229,122.814,1.42743,36.8726
71362,13179,872436812,872436812,2012040076,1,40,76,1,2.08606,24,102,1,EE+01,649,97,9,27,8,1,4,19,5,2,669,33201,4319,R,795208,,,0.237411,122.1,1.38232,37.583
71363,13263,872436813,872436813,2012040077,1,40,77,1,2.05353,24,102,6,EE+01,649,97,9,27,8,1,4,16,2,2,666,33201,4325,R,795208,,,0.233801,124.55,1.4116,38.2315
71364,13347,872436814,872436814,2012040078,1,40,78,1,2.0218700000000003,23,102,11,EE+01,649,97,5,27,8,2,5,24,5,2,674,33201,4337,R,794960,,,0.23386300000000002,123.755,1.3997700000000002,38.2503
71365,13431,872436815,872436815,2012040079,1,40,79,1,1.9910599999999998,23,102,16,EE+01,649,97,5,27,8,2,5,23,4,2,673,33201,4331,R,794960,,,0.236139,123.507,1.45433,36.992
71366,13515,872436816,872436816,2012040080,1,40,80,1,1.9610599999999998,23,102,21,EE+01,649,97,5,27,8,2,5,21,2,2,671,33201,4342,R,794960,,,0.23830700000000002,123.539,1.45478,36.5536
71367,13594,872436817,872436817,2012040081,1,40,81,1,1.9322,22,103,1,EE+01,649,96,4,24,8,2,5,24,5,2,599,33201,3822,R,786704,,,0.235871,123.34299999999999,1.47676,36.736
71368,13668,872436818,872436818,2012040082,1,40,82,1,1.9038700000000002,22,103,6,EE+01,649,96,4,24,8,2,5,23,4,2,598,33201,3830,R,786704,,,0.234368,123.74,1.44418,37.5466
71369,13742,872436819,872436819,2012040083,1,40,83,1,1.8762299999999998,22,103,11,EE+01,649,96,4,24,8,2,5,22,3,2,597,33201,3823,R,786704,,,0.23505,124.506,1.4856200000000002,36.9004
71370,13816,872436820,872436820,2012040084,1,40,84,1,1.84927,22,103,16,EE+01,649,96,4,24,8,2,5,21,2,2,596,33201,3837,R,786704,,,0.23543200000000003,123.584,1.4355200000000001,37.4513
71371,13890,872436821,872436821,2012040085,1,40,85,1,1.82297,22,103,21,EE+01,649,96,4,24,8,2,5,20,1,2,595,33201,3843,R,786704,,,0.23703600000000002,126.124,1.59112,35.3669
71372,13962,872436822,872436822,2012040086,1,40,86,1,1.7982900000000002,21,104,1,EE+01,649,78,16,20,7,1,5,24,5,2,499,33201,4767,R,640008,,,0.23483400000000001,124.38600000000001,1.54122,36.2534
71373,14032,872436823,872436823,2012040087,1,40,87,1,1.7733400000000001,21,104,6,EE+01,649,78,16,20,7,1,5,23,4,2,498,33201,4779,R,640008,,,0.23584899999999998,124.50299999999999,1.5679100000000001,35.6832
71374,14097,872436824,872436824,2012040088,1,40,88,1,1.74895,21,104,11,EE+01,649,78,16,20,7,1,5,21,2,2,496,33201,4756,R,640008,,,0.233184,124.756,1.48771,37.2784
71375,14157,872436825,872436825,2012040089,1,40,89,1,1.72511,20,104,16,EE+01,649,78,12,20,7,1,4,19,5,2,494,33201,4774,R,639752,,,0.23619099999999998,124.13,1.51004,36.3143
71376,14217,872436826,872436826,2012040090,1,40,90,1,1.7018,20,104,21,EE+01,649,78,12,20,7,1,4,17,3,2,492,33201,4761,R,639752,,,0.234411,124.259,1.44403,37.5522
71377,14277,872436827,872436827,2012040091,1,40,91,1,1.68055,20,105,1,EE+01,649,78,11,17,7,3,4,19,5,2,419,33201,5139,R,639704,,,0.231683,124.65299999999999,1.47872,37.7018
71378,14337,872436828,872436828,2012040092,1,40,92,1,1.65835,20,105,6,EE+01,649,78,11,17,7,3,4,17,3,2,417,33201,5154,R,639704,,,0.23466599999999999,125.34700000000001,1.57675,35.9143
71379,14392,872436829,872436829,2012040093,1,40,93,1,1.6366100000000001,19,105,11,EE+01,649,78,7,17,7,2,5,24,5,2,424,33201,5149,R,639440,,,0.23124899999999998,125.13600000000001,1.5173299999999998,37.3969
71380,14442,872436830,872436830,2012040094,1,40,94,1,1.61532,19,105,16,EE+01,649,78,7,17,7,2,5,23,4,2,423,33201,5133,R,639440,,,0.22989899999999996,125.79799999999999,1.5083799999999998,37.9536
71381,14492,872436831,872436831,2012040095,1,40,95,1,1.59445,19,105,21,EE+01,649,78,7,17,7,2,5,21,2,2,421,33201,5144,R,639440,,,0.230231,126.177,1.50138,38.0097
71382,14532,872436832,872436832,2012040096,1,40,96,1,1.5760399999999999,18,106,1,EE+01,649,78,3,30,7,2,2,9,5,2,734,33106,2906,C,639184,,,0.235394,124.286,1.55558,35.955999999999996
71383,14562,872436833,872436833,2012040097,1,40,97,1,1.55611,18,106,6,EE+01,649,78,3,30,7,2,2,6,2,2,731,33106,2921,C,639184,,,0.23229,125.92,1.51199,37.3103
71384,7324,872436865,872436865,2012041001,1,41,1,1,1.4894399999999999,18,175,25,EE+05,653,86,2,37,6,2,1,0,1,3,900,33201,2005,R,704656,,,0.23437800000000003,127.064,1.53322,36.8473
71385,7344,872436866,872436866,2012041002,1,41,2,1,1.50825,18,175,24,EE+05,653,86,2,37,6,2,1,1,2,3,901,33201,2003,R,704656,,,0.233907,127.227,1.5820299999999998,36.2686
71386,7364,872436867,872436867,2012041003,1,41,3,1,1.52742,18,175,23,EE+05,653,86,2,37,6,2,1,2,3,3,902,33201,2020,R,704656,,,0.23458600000000002,126.35799999999999,1.59762,35.7998
71387,7389,872436868,872436868,2012041004,1,41,4,1,1.54695,18,175,22,EE+05,653,86,2,37,6,2,1,3,4,3,903,33201,2000,R,704656,,,0.23381100000000002,125.6,1.54177,36.6046
71388,7419,872436869,872436869,2012041005,1,41,5,1,1.56687,18,175,21,EE+05,653,86,2,37,6,2,1,4,5,3,904,33201,1994,R,704656,,,0.23355599999999999,125.54299999999999,1.5338200000000002,36.7823
71389,7459,872436870,872436870,2012041006,1,41,6,1,1.58497,19,174,25,EE+05,653,86,6,36,6,2,1,1,2,3,876,33201,1873,R,704912,,,0.231091,126.508,1.47268,38.2881
71390,7509,872436871,872436871,2012041007,1,41,7,1,1.6058299999999999,19,174,24,EE+05,653,86,6,36,6,2,1,3,4,3,878,33201,1872,R,704912,,,0.23134699999999997,125.18700000000001,1.41751,38.6683
71391,7559,872436872,872436872,2012041008,1,41,8,1,1.6271200000000001,19,174,23,EE+05,653,86,6,36,6,2,1,4,5,3,879,33201,1871,R,704912,,,0.234974,124.575,1.51406,36.5716
71392,7614,872436873,872436873,2012041009,1,41,9,1,1.6488599999999998,20,174,22,EE+05,653,86,10,36,6,3,2,7,3,3,882,33201,1870,R,705176,,,0.22868400000000003,125.71600000000001,1.44973,38.9699
71393,7674,872436874,872436874,2012041010,1,41,10,1,1.6710599999999998,20,174,21,EE+05,653,86,10,36,6,3,2,9,5,3,884,33201,1869,R,705176,,,0.22982600000000003,124.559,1.44521,38.6892
71394,7734,872436875,872436875,2012041011,1,41,11,1,1.69202,20,173,25,EE+05,653,86,10,35,6,2,2,6,2,3,856,33201,1748,R,705168,,,0.23104899999999998,125.64399999999999,1.4567700000000001,38.2952
71395,7794,872436876,872436876,2012041012,1,41,12,1,1.71535,20,173,24,EE+05,653,86,10,35,6,2,2,9,5,3,859,33201,1747,R,705168,,,0.23170700000000002,125.001,1.48306,37.68
71396,7854,872436877,872436877,2012041013,1,41,13,1,1.7392299999999998,21,173,23,EE+05,653,86,14,35,6,1,1,1,2,3,851,33201,1746,R,705416,,,0.23452800000000001,124.52799999999999,1.44849,37.4663
71397,7919,872436878,872436878,2012041014,1,41,14,1,1.7636599999999998,21,173,22,EE+05,653,86,14,35,6,1,1,3,4,3,853,33201,1745,R,705416,,,0.23415,124.495,1.45232,37.4661
71398,7989,872436879,872436879,2012041015,1,41,15,1,1.78867,21,173,21,EE+05,653,86,14,35,6,1,1,4,5,3,854,33201,1744,R,705416,,,0.233925,124.611,1.46791,37.3593
71399,8061,872436880,872436880,2012041016,1,41,16,1,1.8131,22,172,25,EE+05,653,104,1,34,6,3,1,0,1,3,825,33201,1664,R,852056,,,0.23143899999999998,127.788,1.48403,38.2212
71400,8135,872436881,872436881,2012041017,1,41,17,1,1.8395,22,172,24,EE+05,653,104,1,34,6,3,1,1,2,3,826,33201,1663,R,852056,,,0.23197199999999998,125.538,1.41632,38.6617
71401,8209,872436882,872436882,2012041018,1,41,18,1,1.86657,22,172,23,EE+05,653,104,1,34,6,3,1,2,3,3,827,33201,1662,R,852056,,,0.23548400000000003,124.741,1.49282,36.7827
71402,8283,872436883,872436883,2012041019,1,41,19,1,1.8943400000000001,22,172,22,EE+05,653,104,1,34,6,3,1,3,4,3,828,33201,1661,R,852056,,,0.23611,124.14,1.46822,36.8687
71403,8357,872436884,872436884,2012041020,1,41,20,1,1.92285,22,172,21,EE+05,653,104,1,34,6,3,1,4,5,3,829,33201,1665,R,852056,,,0.233291,125.181,1.45069,37.8549
71404,8436,872436885,872436885,2012041021,1,41,21,1,1.95156,23,171,25,EE+05,653,104,5,29,5,1,2,6,2,3,706,33201,1414,R,852296,,,0.23596599999999998,125.37,1.47302,37.0561
71405,8520,872436886,872436886,2012041022,1,41,22,1,1.9817900000000002,23,171,24,EE+05,653,104,5,29,5,1,2,9,5,3,709,33201,1416,R,852296,,,0.235855,123.20200000000001,1.38016,38.0474
71406,8604,872436887,872436887,2012041023,1,41,23,1,2.01288,24,171,23,EE+05,653,104,9,29,5,1,1,1,2,3,701,33201,1417,R,852552,,,0.234987,125.72399999999999,1.43662,37.762
71407,8688,872436888,872436888,2012041024,1,41,24,1,2.04487,24,171,22,EE+05,653,104,9,29,5,1,1,3,4,3,703,33201,1418,R,852552,,,0.2332,124.66799999999999,1.3867399999999999,38.7912
71408,8772,872436889,872436889,2012041025,1,41,25,1,2.0778,24,171,21,EE+05,653,104,9,29,5,1,1,4,5,3,704,33201,1419,R,852552,,,0.234706,125.766,1.44422,37.7287
71409,8859,872436890,872436890,2012041026,1,41,26,1,2.11186,25,170,25,EE+05,653,103,16,28,5,1,1,0,1,3,675,33201,1328,R,844808,,,0.235523,126.913,1.4520600000000001,37.5707
71410,8949,872436891,872436891,2012041027,1,41,27,1,2.14695,25,170,24,EE+05,653,103,16,28,5,1,1,1,2,3,676,33201,1329,R,844808,,,0.23200500000000002,127.023,1.39093,39.3439
71411,9039,872436892,872436892,2012041028,1,41,28,1,2.1831400000000003,25,170,23,EE+05,653,103,16,28,5,1,1,2,3,3,677,33201,1330,R,844808,,,0.235107,125.60600000000001,1.4085299999999998,38.1553
71412,9129,872436893,872436893,2012041029,1,41,29,1,2.22047,25,170,22,EE+05,653,103,16,28,5,1,1,3,4,3,678,33201,1331,R,844808,,,0.23415100000000003,125.485,1.3957,38.5339
71413,9219,872436894,872436894,2012041030,1,41,30,1,2.259,25,170,21,EE+05,653,103,16,28,5,1,1,4,5,3,679,33201,1332,R,844808,,,0.233066,124.943,1.34513,39.463
71414,9309,872436895,872436895,2012041031,1,41,31,1,2.29972,26,169,25,EE+04,652,103,19,33,5,1,1,0,1,3,800,33201,795,R,845000,,,0.236603,126.294,1.42276,37.6722
71415,9399,872436896,872436896,2012041032,1,41,32,1,2.34091,26,169,24,EE+04,652,103,19,33,5,1,1,1,2,3,801,33201,794,R,845000,,,0.23332399999999998,126.23,1.36439,39.3066
71416,9489,872436897,872436897,2012041033,1,41,33,1,2.38345,26,169,23,EE+04,652,103,19,33,5,1,1,3,4,3,803,33201,793,R,845000,,,0.23369299999999998,125.17200000000001,1.34257,39.4031
71417,9579,872436898,872436898,2012041034,1,41,34,1,2.4273700000000002,27,169,22,EE+04,652,103,23,33,5,1,2,6,2,3,806,33201,792,R,845256,,,0.233756,125.197,1.36653,38.9932
71418,9669,872436899,872436899,2012041035,1,41,35,1,2.47269,27,169,21,EE+04,652,103,23,33,5,1,2,9,5,3,809,33201,791,R,845256,,,0.23291399999999998,125.363,1.3921299999999999,38.8303
71419,9761,872436900,872436900,2012041036,1,41,36,1,2.52125,27,168,25,EE+04,652,103,21,32,5,1,2,6,2,3,781,33106,2112,C,845128,,,0.238341,124.609,1.42709,37.0595
71420,9855,872436901,872436901,2012041037,1,41,37,1,2.56945,27,168,24,EE+04,652,103,21,32,5,1,2,8,4,3,783,33106,2113,C,845128,,,0.23724299999999998,123.556,1.38768,37.6827
71421,9949,872436902,872436902,2012041038,1,41,38,1,2.61898,28,168,23,EE+04,652,103,25,32,5,1,1,0,1,3,775,33106,2114,C,845384,,,0.23850300000000002,125.126,1.38595,37.6772
71422,10043,872436903,872436903,2012041039,1,41,39,1,2.6697,28,168,22,EE+04,652,103,25,32,5,1,1,2,3,3,777,33106,2115,C,845384,,,0.24042,123.876,1.46004,36.0809
71423,10137,872436904,872436904,2012041040,1,41,40,1,2.72143,28,168,21,EE+04,652,103,25,32,5,1,1,4,5,3,779,33106,2116,C,845384,,,0.23861,124.243,1.45213,36.6883
71424,10224,872436905,872436905,2012041041,1,41,41,1,2.7764900000000003,28,167,25,EE+04,652,102,27,14,6,1,1,4,5,3,329,33106,2122,C,837320,,,0.23484699999999997,126.275,1.4953299999999998,36.8308
71425,10310,872436906,872436906,2012041042,1,41,42,1,2.82918,28,167,24,EE+04,652,102,27,14,6,1,1,3,4,3,328,33106,2055,C,837320,,,0.23780700000000002,127.056,1.53715,36.133
71426,10394,872436907,872436907,2012041043,1,41,43,1,2.88152,28,167,23,EE+04,652,102,27,14,6,1,1,2,3,3,327,33106,2052,C,837320,,,0.231773,128.85,1.71924,35.4119
71427,11576,872436922,872436922,2012041058,1,41,58,1,2.91285,28,88,15,EE+02,650,98,27,3,5,3,5,20,1,2,70,33106,2754,C,804568,,,0.230089,128.958,1.7759599999999998,34.6576
71430,11825,872436925,872436925,2012041061,1,41,61,1,2.75316,28,89,5,EE+01,649,97,27,16,6,2,1,3,4,2,378,33106,2838,C,796368,,,0.23637199999999997,125.49700000000001,1.40764,37.8948
71431,11909,872436926,872436926,2012041062,1,41,62,1,2.70094,28,89,10,EE+01,649,97,27,16,6,2,1,1,2,2,376,33106,2822,C,796368,,,0.23390999999999998,126.09299999999999,1.34741,39.3649
71432,12003,872436927,872436927,2012041063,1,41,63,1,2.64957,28,89,15,EE+01,649,97,27,16,6,2,1,0,1,2,375,33106,2831,C,796368,,,0.236186,126.18700000000001,1.39742,38.2022
71433,12097,872436928,872436928,2012041064,1,41,64,1,2.5992900000000003,27,89,20,EE+01,649,97,23,16,6,1,2,7,3,2,382,33106,2854,C,796104,,,0.23524699999999998,124.507,1.37047,38.613
71434,12191,872436929,872436929,2012041065,1,41,65,1,2.5502599999999997,27,89,25,EE+01,649,97,23,16,6,1,2,5,1,2,380,33106,2765,C,796104,,,0.23436300000000002,125.37799999999999,1.3446200000000001,39.3078
71435,12283,872436930,872436930,2012041066,1,41,66,1,2.5007099999999998,27,90,5,EE+01,649,97,21,15,6,3,2,7,3,2,357,33201,3932,R,795992,,,0.237344,123.796,1.3956,37.5641
71436,12373,872436931,872436931,2012041067,1,41,67,1,2.45453,27,90,10,EE+01,649,97,21,15,6,3,2,5,1,2,355,33201,3926,R,795992,,,0.23849499999999998,124.37700000000001,1.3868,37.5245
71437,12463,872436932,872436932,2012041068,1,41,68,1,2.40975,26,90,15,EE+01,649,97,18,15,6,1,1,2,3,2,352,33201,3921,R,795784,,,0.23703000000000002,124.836,1.38586,37.9717
71438,12553,872436933,872436933,2012041069,1,41,69,1,2.36636,26,90,20,EE+01,649,97,18,15,6,1,1,1,2,2,351,33201,3911,R,795784,,,0.23713299999999998,125.976,1.44536,37.0642
71439,12643,872436934,872436934,2012041070,1,41,70,1,2.32433,26,90,25,EE+01,649,97,18,15,6,1,1,0,1,2,350,33201,3909,R,795784,,,0.23771399999999998,125.884,1.39593,37.7712
